JobTitle,job_role,Company,City,Column1,Province,remote?,Salary,Summary,experience?
Sr. Software Engineer - Streaming Analytics,data engineer,Splunk,Vancouver,, BC,NO,,"Ability to communicate effectively in conversations with researchers and engineers from academia background.
You will set an example for this group, as well as…",no info
Laboratory Assistant,others,AbCellera Biologics,Vancouver,, BC,NO,,"At AbCellera, we’re solving tough problems and creating innovative solutions from the ground up - custom immunizations, microfluidics, high-throughput imaging,…",no info
Tools Engineer,data engineer,Next Level Games,Vancouver,, BC,NO,,"As an NLG Tools Engineer, you’ll be working closely with artists, designers, and engineers to ensure that the technology needs of each group are met.",no info
Shipping and Receiving Coordinator,others,AbCellera Biologics,Vancouver,, BC,NO,,"At AbCellera, we’re solving tough problems and creating innovative solutions from the ground up - custom immunizations, microfluidics, high-throughput imaging,…",no info
Senior Machine Learning Engineer,data scientist,MedChart Inc.,Toronto,, ON,NO,,"Build Medchart’s machine learning pipeline.
Effectively translate requirements into feasible machine learning solutions.
Hands-on experience with medical data.",experience required
"Power and Capacity Engineer, Intern (PhD)",data engineer,Facebook,Vancouver,, BC,NO,,"Publications in top-tier conferences/journals or experience in Performance modeling, computer architecture, data center technologies, performance analysis,…",experience required
Senior Applied Scientist - Machine Learning Products,data scientist,Xero,Toronto,, ON,NO,,"Ability to translate between the business and machine learning domains.
You have 3+ years experience delivering web-scale production machine learning systems.",experience required
"GRADERS, Winter 2021, Electrical & Computer Engineering",data engineer,McGill University,Montreal,, QC,NO,,"These courses may be required to be taught in part or entirely in person or in part or entirely remotely using a virtual learning platform [e.g., Zoom, WebEx]…",no info
Machine Learning Programmer,data scientist,ThinkRF Corp,Ottawa,, ON,NO,,Proven track record of implementing Machine-Learning solutions statistical analysis and well experienced with other approaches used in practical applications of…,experience required
Facilities Operations Manager,others,AbCellera Biologics,Vancouver,, BC,NO,,"Develop and implement processes and procedures for preventative maintenance events.
Coordinating and interacting with external contractors.",no info
Computer Vision and Deep Learning Scientist,data scientist,Industrial SkyWorks,Toronto,, ON,NO,,"Develop various cloud-based deep learning pipelines including few-shot learning, continuous learning and active learning as well as conventional supervised or…",no info
Back End Developer,software developer,Olive Technologies,Vancouver,, BC,NO,"$65,000 - $70,000 a year","You have an interest in machine learning and making sense of complex datasets.
Be a key member of our product development team, working with engineers,…",no info
Deep Learning Engineer,data scientist,Deeplite Inc,Montreal,, QC,NO,,"Experience building systems based on machine learning and/or deep learning.
Strong working knowledge of deep learning, and experience utilizing theoretical and…",experience required
Research Scientist - Sequencing & Molecular Biology,data scientist,AbCellera,Vancouver,, BC,NO,,"At AbCellera, we're solving tough problems and creating innovative solutions from the ground up - custom immunizations, microfluidics, high-throughput imaging,…",no info
"Mechanical Engineer (co-founder, startup)",data engineer,TandemLaunch,Montreal,, QC,NO,,"MS/PhD in Mechanical engineering, mechatronics engineer, computer, computer engineering, robotics, or a related field.
Experience with design and analysis.",experience required
"Machine Learning Engineer, Shopping Content Mining",data scientist,Pinterest,Toronto,, ON,NO,,"Hands-on experience on large scale machine learning systems (full ML stack from modelling to deployment at scale.).
3+ years of industry experience.",experience required
Production Scientist - Antigens,data scientist,AbCellera Biologics,Vancouver,, BC,NO,,"At AbCellera, we’re solving tough problems and creating innovative solutions from the ground up - custom immunizations, microfluidics, high-throughput imaging,…",no info
Senior Machine Learning Engineer,data scientist,OnSiteIQ,Ontario,,ON,NO,,Build and engineer 3D Models of construction site interiors using state-of-the-art machine learning and artificial intelligence technologies.,no info
Software Engineer (CV/AI),data engineer,Aupera Technologies,Vancouver,, BC,NO,,"Understanding of statistical modelling, and machine learning.
Computer science/engineering major with knowledge and 2+ years experience in computer vision and…",experience required
"Research Intern, Multi-Modal 3D Registration and Segmentation (PhD)",others,Facebook,Vancouver,, BC,NO,,"Develop automatic mesh/point-cloud processing and analysis algorithms using computer-vision, machine-learning and/or deep-learning.",no info
Compensation Analyst,business/data analyst,AbCellera Biologics,Vancouver,, BC,NO,,"Our ideal candidate is results-driven and detail-oriented, who will work with our People & Culture and Finance teams to prepare compensation modelling, analyze…",no info
Expert Client/Customer Expert,others,Microsoft,Montreal,, QC,NO,,"Expérience relative à l’examen de la conception et au déploiement d’Azure; connaissances d’Azure IaaS, de la haute disponibilité, de la machine virtuelle Azure,…",no info
Co-op Student Engineer (PEY Program),data engineer,Magna International Inc.,Brampton,, ON,NO,,"Theoretical knowledge of product/machine design techniques, practical experience is a benefit.
This 12 month Co-op position will work together as part of our…",experience required
Senior Motion Planning Engineer,data engineer,Algolux,Montreal,, QC,NO,,"Experience programming in Python, C++ and using popular machine learning frameworks.
The team consists of experts in Artificial Intelligence, Computer Vision…",experience required
Junior Computer Vision Engineer,data engineer,Autometrics Manufacturing Technologies Inc,Vancouver,, BC,NO,"$70,000 a year","In this position, you will be part of our machine learning and AI team that develops scalable modules to be integrated into an advanced system of hardware and…",no info
Database Developer 3166943,software developer,Morgan Stanley,Montreal,, QC,NO,,"As the authoritative source of key data sets, we are at the forefront of database technology and are heavily involved in data engineering, data science, data…",no info
Software Engineer I,data engineer,Expedia Group,Montreal,, QC,NO,,"Multiple machine learning projects to optimize content acquisition, deduplication and metadata extraction.
Localisation de contenu dans plus de 40 langues pour…",no info
Data Scientist/Machine Learning Engineer,data scientist,Staffinity Inc.,North York,, ON,NO,"$80,000 - $120,000 a year","We offer competitive salaries and great bonuses and perks!*.
Staffinity is looking for an Data Scientist/Machine Learning Engineer for a permanent, full time…",no info
Site Reliability Engineer,data engineer,Capgemini,Vancouver,, BC,NO,,"We are looking for Senior Site Reliability Engineer, who will contribute to the optimization of existing DB monitoring and maintenance tools, automate routine…",no info
Software Engineer - Kubeflow,data engineer,Canonical - Jobs,Ontario,,ON,NO,,Your work will bring Kubeflow to a wide range of users and and computing environments - from embedded devices to public cloud environments and GPU-accelerated…,no info
